"time","summary","temperature","humidity","pressure","windSpeed","windGust","windBearing","cloudCover","country","city"
"28/1/2020 07:00:00","Mostly Cloudy","2.96","0.89","993.5","7.77","14.36","161","0.68","England","London"
"28/1/2020 08:00:00","Partly Cloudy","2.66","0.88","994.8","7.31","14.11","340","0.55","England","London"
"28/1/2020 09:00:00","Partly Cloudy","2.65","0.87","996","7.03","13.95","270","0.44","England","London"
"28/1/2020 10:00:00","Partly Cloudy","3.47","0.84","996.9","7.22","14.04","337","0.38","England","London"
"28/1/2020 11:00:00","Partly Cloudy","4.54","0.81","997.8","7.48","14.2","155","0.36","England","London"
"28/1/2020 12:00:00","Partly Cloudy","5.53","0.78","998.4","7.62","14.18","259","0.34","England","London"
"28/1/2020 13:00:00","Clear","7.18","0.69","998.5","7.14","13.37","269","0.27","England","London"
"28/1/2020 14:00:00","Clear","6.83","0.71","998.4","7.12","13.41","260","0.19","England","London"
"28/1/2020 15:00:00","Possible Drizzle","5.53","0.77","998.4","7.02","13.46","249","0.16","England","London"
"28/1/2020 16:00:00","Possible Drizzle","5.24","0.79","998.9","6.96","13.49","259","0.24","England","London"
"28/1/2020 17:00:00","Possible Drizzle","4.71","0.83","999.6","6.92","13.56","277","0.37","England","London"
"28/1/2020 18:00:00","Possible Drizzle","4.19","0.85","1000.2","6.82","13.65","264","0.43","England","London"
"28/1/2020 19:00:00","Partly Cloudy","4.02","0.83","1000.7","6.42","13.88","162","0.34","England","London"
"28/1/2020 20:00:00","Clear","3.91","0.82","1001.6","6.33","14.19","345","0.16","England","London"
"28/1/2020 21:00:00","Clear","3.9","0.81","1002.4","6.28","14.46","272","0.03","England","London"
"28/1/2020 22:00:00","Clear","3.88","0.81","1003.2","6.29","14.69","326","0","England","London"
"28/1/2020 23:00:00","Clear","3.84","0.82","1003.9","6.35","14.88","181","0","England","London"
"29/1/2020 00:00:00","Clear","3.78","0.84","1004.5","6.23","14.84","268","0.03","England","London"
"29/1/2020 01:00:00","Clear","3.36","0.85","1004.6","5.73","14.2","268","0.13","England","London"
"29/1/2020 02:00:00","Clear","3.44","0.86","1005.1","5.59","13.68","268","0.27","England","London"
"29/1/2020 03:00:00","Partly Cloudy","3.47","0.88","1005.6","5.47","13.33","260","0.36","England","London"
"29/1/2020 04:00:00","Partly Cloudy","3.37","0.88","1006.1","5.48","13.38","237","0.33","England","London"
"29/1/2020 05:00:00","Clear","3.12","0.88","1006.7","5.55","13.63","281","0.25","England","London"
"29/1/2020 06:00:00","Clear","2.81","0.89","1007.4","5.56","12.53","262","0.19","England","London"
"29/1/2020 07:00:00","Clear","2.74","0.89","1008.2","5.47","12.9","282","0.2","England","London"
"29/1/2020 08:00:00","Clear","2.82","0.9","1009","5.37","13.51","235","0.24","England","London"
"29/1/2020 09:00:00","Clear","3.23","0.89","1009.7","5.41","13.65","263","0.25","England","London"
"29/1/2020 10:00:00","Clear","4.11","0.85","1010.5","5.7","12.9","264","0.21","England","London"
"29/1/2020 11:00:00","Clear","5.49","0.8","1010.9","6.11","11.68","266","0.16","England","London"
"29/1/2020 12:00:00","Clear","7.18","0.75","1011.2","5.71","9.65","249","0.14","England","London"
"29/1/2020 13:00:00","Clear","8.87","0.68","1011.3","5.7","9.54","249","0.27","England","London"
"29/1/2020 14:00:00","Partly Cloudy","9.42","0.65","1011.4","5.62","9.98","250","0.45","England","London"
"29/1/2020 15:00:00","Mostly Cloudy","8.02","0.7","1011.3","5.59","10.6","251","0.6","England","London"
"29/1/2020 16:00:00","Mostly Cloudy","7.76","0.7","1011.5","5.43","11.35","245","0.64","England","London"
"29/1/2020 17:00:00","Mostly Cloudy","7.24","0.7","1011.8","5.3","12.27","239","0.62","England","London"
"29/1/2020 18:00:00","Mostly Cloudy","6.79","0.74","1011.8","5.1","12.74","230","0.66","England","London"
"29/1/2020 19:00:00","Mostly Cloudy","6.84","0.76","1011.8","5.16","13.4","230","0.76","England","London"
"29/1/2020 20:00:00","Overcast","6.91","0.78","1011.7","5.33","14.03","233","0.9","England","London"
"29/1/2020 21:00:00","Overcast","6.72","0.81","1011.6","5.47","14.41","235","0.98","England","London"
"29/1/2020 22:00:00","Overcast","6.89","0.83","1011.9","5.48","14.44","233","0.99","England","London"
"29/1/2020 23:00:00","Overcast","7.03","0.85","1011.8","5.42","14.24","230","0.98","England","London"
"30/1/2020 00:00:00","Overcast","7.08","0.87","1011.5","5.25","13.9","226","0.99","England","London"
"30/1/2020 01:00:00","Overcast","7.24","0.89","1011.1","5.35","13.6","223","0.99","England","London"
"30/1/2020 02:00:00","Overcast","7.32","0.88","1010.6","5.62","13.43","223","0.99","England","London"
"30/1/2020 03:00:00","Overcast","7.28","0.88","1009.5","5.69","13.16","220","0.99","England","London"
"30/1/2020 04:00:00","Overcast","7.07","0.89","1009.2","5.32","12.63","214","0.99","England","London"
"30/1/2020 05:00:00","Overcast","6.84","0.9","1008.3","4.77","12.01","206","0.99","England","London"
"30/1/2020 06:00:00","Overcast","6.82","0.91","1007.5","4.53","11.59","199","0.99","England","London"
"30/1/2020 07:00:00","Overcast","7.17","0.93","1006.6","4.51","9.86","190","0.99","England","London"
"30/1/2020 08:00:00","Overcast","7.48","0.93","1005.8","5.06","10.42","182","1","England","London"
"30/1/2020 09:00:00","Overcast","7.8","0.94","1005","5.55","11.03","178","1","England","London"
"30/1/2020 10:00:00","Overcast","8.31","0.94","1004.1","5.82","11.59","181","1","England","London"
"30/1/2020 11:00:00","Overcast","8.75","0.94","1003.3","5.97","12.23","190","0.99","England","London"
"30/1/2020 12:00:00","Foggy","9.49","0.93","1002.5","6.12","12.77","201","1","England","London"
"30/1/2020 13:00:00","Overcast","9.91","0.91","1002","6.26","11.9","211","0.99","England","London"
"30/1/2020 14:00:00","Overcast","11.08","0.88","1001.4","7.09","12.83","225","0.99","England","London"
"30/1/2020 15:00:00","Overcast","12.05","0.85","1001.1","7.59","13.68","236","1","England","London"
"30/1/2020 16:00:00","Overcast","12.47","0.83","1001.2","7.66","14.47","241","1","England","London"
"30/1/2020 17:00:00","Overcast","12.54","0.82","1001.6","7.51","15.24","241","1","England","London"
"30/1/2020 18:00:00","Overcast","11.75","0.85","1002.1","7.03","13.78","239","1","England","London"
"30/1/2020 19:00:00","Overcast","11.76","0.85","1002.7","7.09","13.77","242","0.99","England","London"
"30/1/2020 20:00:00","Overcast","11.75","0.85","1003.3","7.28","13.72","244","0.99","England","London"
"30/1/2020 21:00:00","Overcast","11.6","0.85","1004","7.31","13.54","248","0.99","England","London"
"30/1/2020 22:00:00","Overcast","11.25","0.84","1004.9","7.12","13.1","251","0.99","England","London"
"30/1/2020 23:00:00","Overcast","10.77","0.83","1005.9","6.77","12.54","255","0.99","England","London"
"31/1/2020 00:00:00","Overcast","10.18","0.84","1006.5","6.26","11.96","252","0.99","England","London"
"31/1/2020 01:00:00","Overcast","9.75","0.85","1007.2","6.02","11.78","253","0.99","England","London"
"31/1/2020 02:00:00","Overcast","9.21","0.86","1007.7","5.88","11.77","252","0.99","England","London"
"31/1/2020 03:00:00","Overcast","8.71","0.88","1008.1","5.8","12","249","0.99","England","London"
"31/1/2020 04:00:00","Overcast","8.25","0.89","1008.5","5.86","12.65","245","0.99","England","London"
"31/1/2020 05:00:00","Overcast","7.85","0.92","1008.7","5.97","13.54","241","0.99","England","London"
"31/1/2020 06:00:00","Overcast","8","0.93","1009","5.98","12.5","236","0.99","England","London"
"31/1/2020 07:00:00","Overcast","8.21","0.93","1009","6.34","12.72","232","0.96","England","London"
"31/1/2020 08:00:00","Overcast","8.53","0.93","1008.9","6.76","13","232","0.93","England","London"
"31/1/2020 09:00:00","Overcast","9.15","0.92","1008.9","7.22","13.49","231","0.91","England","London"
"31/1/2020 10:00:00","Overcast","9.94","0.91","1008.9","7.76","14.45","229","0.92","England","London"
"31/1/2020 11:00:00","Overcast","10.75","0.87","1009","8.29","15.61","227","0.94","England","London"
"31/1/2020 12:00:00","Overcast","11.39","0.85","1008.8","8.68","16.43","225","0.95","England","London"
"31/1/2020 13:00:00","Overcast","10.31","0.88","1008.4","8.46","14.9","218","0.96","England","London"
"31/1/2020 14:00:00","Overcast","10.34","0.87","1007.6","8.81","15.39","221","0.98","England","London"
"31/1/2020 15:00:00","Overcast","10.47","0.86","1006.9","9.06","15.83","222","1","England","London"
"31/1/2020 16:00:00","Overcast","10.65","0.84","1006.4","9.08","16.37","222","1","England","London"
"31/1/2020 17:00:00","Overcast","10.86","0.84","1006","8.98","16.8","220","1","England","London"
"31/1/2020 18:00:00","Overcast","10.92","0.84","1005.6","8.56","15.5","216","1","England","London"
"31/1/2020 19:00:00","Possible Drizzle","11.15","0.86","1005.2","8.55","15.49","216","0.98","England","London"
"31/1/2020 20:00:00","Possible Light Rain","11.45","0.89","1004.7","8.54","15.5","220","0.97","England","London"
"31/1/2020 21:00:00","Possible Light Rain","11.61","0.9","1004.3","8.38","15.31","223","0.96","England","London"
"31/1/2020 22:00:00","Possible Light Rain","11.63","0.9","1003.8","7.97","14.79","223","0.97","England","London"
"31/1/2020 23:00:00","Possible Drizzle","11.53","0.9","1003.4","7.46","14.05","223","0.98","England","London"
"1/2/2020 00:00:00","Overcast","11.27","0.91","1003","7","13.62","224","0.99","England","London"
"1/2/2020 01:00:00","Overcast","10.94","0.91","1002.9","7.02","14.27","221","0.99","England","London"
"1/2/2020 02:00:00","Possible Drizzle","10.72","0.91","1002.6","6.46","13.91","230","0.99","England","London"
"1/2/2020 03:00:00","Possible Drizzle","10.52","0.91","1002.4","6.16","13.62","235","0.99","England","London"
"1/2/2020 04:00:00","Possible Drizzle","10.42","0.91","1002.2","6.23","13.52","235","0.99","England","London"
"1/2/2020 05:00:00","Possible Drizzle","10.35","0.92","1002.2","6.45","13.49","234","0.99","England","London"
"1/2/2020 06:00:00","Possible Drizzle","10.25","0.92","1002.3","6.67","13.43","234","0.99","England","London"
"1/2/2020 07:00:00","Overcast","9.95","0.91","1002.4","6.75","13.58","237","0.99","England","London"
"1/2/2020 08:00:00","Overcast","9.85","0.91","1002.8","7.1","13.86","247","0.98","England","London"
"1/2/2020 09:00:00","Overcast","9.75","0.9","1003.3","7.46","14.2","253","0.97","England","London"
"1/2/2020 10:00:00","Overcast","9.58","0.87","1004","7.93","14.42","256","0.92","England","London"
"1/2/2020 11:00:00","Mostly Cloudy","9.18","0.83","1004.8","8.4","14.63","256","0.84","England","London"
"1/2/2020 12:00:00","Mostly Cloudy","8.74","0.79","1005.5","8.72","14.78","256","0.8","England","London"
"1/2/2020 13:00:00","Mostly Cloudy","9.96","0.71","1005.4","8.48","14.33","255","0.83","England","London"
"1/2/2020 14:00:00","Overcast","9.66","0.72","1005.8","8.43","14.64","257","0.9","England","London"
"1/2/2020 15:00:00","Overcast","9.29","0.71","1006.4","8.39","14.98","259","0.9","England","London"
"1/2/2020 16:00:00","Mostly Cloudy","8.88","0.7","1007.1","8.05","15.39","258","0.8","England","London"
"1/2/2020 17:00:00","Mostly Cloudy","8.29","0.68","1008.1","7.61","15.75","256","0.64","England","London"
"1/2/2020 18:00:00","Partly Cloudy","7.78","0.68","1009.1","6.52","13.46","248","0.53","England","London"
"1/2/2020 19:00:00","Partly Cloudy","7.47","0.69","1009.8","6.34","13.64","250","0.59","England","London"
"1/2/2020 20:00:00","Mostly Cloudy","7.36","0.7","1010.5","6.25","14.05","252","0.71","England","London"
"1/2/2020 21:00:00","Mostly Cloudy","7.19","0.71","1011","6.02","14.03","253","0.82","England","London"
"1/2/2020 22:00:00","Mostly Cloudy","6.95","0.72","1011.4","5.43","13.25","250","0.86","England","London"
"1/2/2020 23:00:00","Mostly Cloudy","6.77","0.74","1011.2","4.66","12.01","245","0.87","England","London"
"2/2/2020 00:00:00","Overcast","6.6","0.77","1011.1","3.93","10.51","236","0.91","England","London"
"2/2/2020 01:00:00","Overcast","6.54","0.85","1010.6","2.47","6.74","200","0.94","England","London"
"2/2/2020 02:00:00","Possible Drizzle","6.63","0.88","1009.6","2.24","4.9","175","0.97","England","London"
"2/2/2020 03:00:00","Possible Light Rain","7.02","0.9","1008.4","2.5","4.49","160","0.99","England","London"
"2/2/2020 04:00:00","Light Rain","7.91","0.92","1007","3.59","6.64","167","0.99","England","London"
"2/2/2020 05:00:00","Light Rain","9.14","0.94","1005.4","5.25","10.22","185","0.99","England","London"
"2/2/2020 06:00:00","Light Rain","10.3","0.94","1004.4","6.56","13.08","206","0.99","England","London"
"2/2/2020 07:00:00","Possible Light Rain","11.12","0.93","1004.1","7.54","15.85","220","0.99","England","London"
"2/2/2020 08:00:00","Possible Drizzle","11.7","0.93","1004.2","7.87","15.39","233","0.99","England","London"
"2/2/2020 09:00:00","Possible Drizzle","11.98","0.92","1004.7","7.82","14.94","247","0.99","England","London"
"2/2/2020 10:00:00","Overcast","12.07","0.9","1005.6","8.38","15.22","251","0.99","England","London"
"2/2/2020 11:00:00","Overcast","11.5","0.89","1006.9","8.64","15.6","258","0.98","England","London"
"2/2/2020 12:00:00","Overcast","11.22","0.86","1007.9","8.67","15.72","261","0.97","England","London"
"2/2/2020 13:00:00","Overcast","11.96","0.78","1008.7","7.23","13.92","246","0.98","England","London"
"2/2/2020 14:00:00","Overcast","11.46","0.79","1009.1","7.24","13.25","247","0.98","England","London"
"2/2/2020 15:00:00","Overcast","11.03","0.8","1009.3","7.16","12.91","247","0.97","England","London"
"2/2/2020 16:00:00","Overcast","10.83","0.8","1009.9","6.97","13.06","243","0.98","England","London"
"2/2/2020 17:00:00","Overcast","10.8","0.81","1010.4","6.69","13.48","239","0.98","England","London"
"2/2/2020 18:00:00","Overcast","10.74","0.82","1010.7","6.54","13.85","237","0.98","England","London"
"2/2/2020 19:00:00","Overcast","10.72","0.85","1010.7","6.65","13.61","233","0.99","England","London"
"2/2/2020 20:00:00","Overcast","10.7","0.87","1010.7","7.42","14.88","236","0.98","England","London"
"2/2/2020 21:00:00","Overcast","10.59","0.88","1010.5","7.94","15.73","240","0.98","England","London"
"2/2/2020 22:00:00","Overcast","10.47","0.87","1010.8","7.75","15.73","244","0.98","England","London"
"2/2/2020 23:00:00","Overcast","10.32","0.85","1011.2","7.29","15.31","246","0.99","England","London"
"3/2/2020 00:00:00","Overcast","10.13","0.84","1011.6","6.95","14.99","248","0.99","England","London"
"3/2/2020 01:00:00","Overcast","9.96","0.88","1011.7","6.33","14.68","243","0.99","England","London"
"3/2/2020 02:00:00","Overcast","9.62","0.88","1012","7.13","15.3","247","0.99","England","London"
"3/2/2020 03:00:00","Overcast","9.37","0.88","1012.4","7.65","15.66","250","0.97","England","London"
"3/2/2020 04:00:00","Overcast","9.15","0.88","1012.7","7.47","15.5","251","0.91","England","London"
"3/2/2020 05:00:00","Mostly Cloudy","8.92","0.88","1013.2","7.07","15.07","254","0.82","England","London"
"3/2/2020 06:00:00","Mostly Cloudy","8.28","0.91","1013","6.22","13.87","250","0.74","England","London"
"3/2/2020 07:00:00","Mostly Cloudy","8.1","0.9","1013.6","6.33","13.75","252","0.74","England","London"
"3/2/2020 08:00:00","Mostly Cloudy","8.1","0.9","1014.3","6.61","13.79","256","0.74","England","London"
"3/2/2020 09:00:00","Mostly Cloudy","8.57","0.86","1014.9","6.82","13.65","258","0.77","England","London"
"3/2/2020 10:00:00","Mostly Cloudy","9.11","0.82","1015.5","6.95","13.17","257","0.81","England","London"
"3/2/2020 11:00:00","Mostly Cloudy","10","0.78","1015.5","7.01","12.48","256","0.83","England","London"
"3/2/2020 12:00:00","Overcast","10.45","0.74","1015","6.08","10.2","245","0.88","England","London"
"3/2/2020 13:00:00","Overcast","11.57","0.67","1014.4","6.06","9.93","259","0.91","England","London"
"3/2/2020 14:00:00","Overcast","11.4","0.67","1013.5","6","10.04","269","0.95","England","London"
"3/2/2020 15:00:00","Overcast","10.12","0.7","1012.8","5.92","10.1","255","0.98","England","London"
"3/2/2020 16:00:00","Possible Drizzle","9.54","0.72","1012.5","5.61","9.89","158","0.97","England","London"
"3/2/2020 17:00:00","Possible Drizzle","8.64","0.78","1012.3","5.2","9.67","16","0.98","England","London"
"3/2/2020 18:00:00","Possible Drizzle","7.8","0.83","1012.3","4.06","8.19","277","0.97","England","London"
"3/2/2020 19:00:00","Possible Drizzle","7.3","0.82","1012.4","4.35","8.72","270","0.99","England","London"
"3/2/2020 20:00:00","Possible Drizzle","6.96","0.77","1012.7","5.07","9.77","278","0.98","England","London"
"3/2/2020 21:00:00","Overcast","6.63","0.74","1013.1","5.64","10.91","293","1","England","London"
"3/2/2020 22:00:00","Mostly Cloudy","6.03","0.74","1013.7","5.9","12.05","290","0.87","England","London"
"3/2/2020 23:00:00","Mostly Cloudy","5.38","0.76","1014.4","6.1","13.28","286","0.69","England","London"
"4/2/2020 00:00:00","Partly Cloudy","4.86","0.78","1014.8","6.31","14.21","283","0.5","England","London"
"4/2/2020 01:00:00","Clear","4.62","0.8","1014.9","5.91","14.7","204","0.31","England","London"
"4/2/2020 02:00:00","Clear","4.52","0.8","1015.2","6.3","14.81","359","0.11","England","London"
"4/2/2020 03:00:00","Clear","4.56","0.79","1015.5","6.66","14.88","274","0","England","London"
"4/2/2020 04:00:00","Clear","4.64","0.79","1016","7.06","14.98","262","0.06","England","London"
"4/2/2020 05:00:00","Clear","4.81","0.78","1017.1","7.44","15.05","292","0.21","England","London"
"4/2/2020 06:00:00","Clear","4.88","0.78","1016.9","7.31","15.13","279","0.31","England","London"
"4/2/2020 07:00:00","Clear","4.87","0.78","1017.6","7.72","15.83","282","0.29","England","London"
"4/2/2020 08:00:00","Clear","4.87","0.78","1019","8.27","16.68","284","0.22","England","London"
"4/2/2020 09:00:00","Clear","5.04","0.78","1019.6","8.75","17.19","291","0.18","England","London"
"4/2/2020 10:00:00","Clear","5.62","0.75","1020.3","9.19","16.98","296","0.15","England","London"
"4/2/2020 11:00:00","Clear","6.57","0.72","1021.1","9.43","16.41","301","0.15","England","London"
"4/2/2020 12:00:00","Clear","7.31","0.68","1021.9","9.43","15.73","306","0.21","England","London"
"4/2/2020 13:00:00","Partly Cloudy","8.59","0.62","1022.7","7.28","13.65","305","0.39","England","London"
"4/2/2020 14:00:00","Mostly Cloudy","9.1","0.62","1023.6","7.02","12.98","308","0.65","England","London"
"4/2/2020 15:00:00","Mostly Cloudy","8.2","0.66","1024.6","6.65","12.5","311","0.82","England","London"
"4/2/2020 16:00:00","Overcast","8.39","0.66","1025.7","6.18","12.34","315","0.88","England","London"
"4/2/2020 17:00:00","Mostly Cloudy","8.41","0.66","1026.9","5.62","12.32","319","0.85","England","London"
"4/2/2020 18:00:00","Mostly Cloudy","7.9","0.7","1028.3","4.25","8.37","316","0.77","England","London"
"4/2/2020 19:00:00","Mostly Cloudy","7.72","0.72","1029.4","3.97","8.42","320","0.62","England","London"
"4/2/2020 20:00:00","Partly Cloudy","7.59","0.74","1030.5","3.92","8.99","326","0.41","England","London"
"4/2/2020 21:00:00","Clear","7.35","0.76","1031.4","3.79","9.13","332","0.25","England","London"
"4/2/2020 22:00:00","Clear","6.86","0.76","1032.3","3.46","8.31","339","0.18","England","London"
"4/2/2020 23:00:00","Clear","6.17","0.77","1033.3","3.06","7.05","348","0.16","England","London"
"5/2/2020 00:00:00","Clear","5.39","0.79","1033.9","2.66","5.86","350","0.12","England","London"
"5/2/2020 01:00:00","Clear","4.19","0.84","1034.9","2.33","4.73","341","0.08","England","London"
"5/2/2020 02:00:00","Clear","3.37","0.86","1035.2","2.09","3.7","327","0.03","England","London"
"5/2/2020 03:00:00","Clear","2.62","0.87","1035.5","1.97","3.2","318","0","England","London"
"5/2/2020 04:00:00","Clear","1.94","0.89","1035.9","2.04","3.79","318","0","England","London"
"5/2/2020 05:00:00","Clear","1.41","0.9","1036.4","2.24","4.92","324","0","England","London"
"5/2/2020 06:00:00","Clear","1.14","0.91","1037","2.15","3.52","328","0","England","London"
"5/2/2020 07:00:00","Clear","1.07","0.92","1037.3","1.85","3.06","323","0.08","England","London"
"5/2/2020 08:00:00","Clear","1.04","0.92","1037.5","1.39","2.36","320","0.2","England","London"
"5/2/2020 09:00:00","Partly Cloudy","1.63","0.91","1037.7","1.01","1.75","334","0.33","England","London"
"5/2/2020 10:00:00","Partly Cloudy","3.21","0.83","1038","0.74","1.31","37","0.43","England","London"
"5/2/2020 11:00:00","Partly Cloudy","5.24","0.75","1038.4","0.53","0.96","121","0.54","England","London"
"5/2/2020 12:00:00","Mostly Cloudy","7.27","0.67","1038.4","0.46","0.8","193","0.64","England","London"
"5/2/2020 13:00:00","Mostly Cloudy","8.98","0.65","1038.4","1.18","1.49","166","0.77","England","London"
"5/2/2020 14:00:00","Overcast","9.35","0.6","1037.5","1.55","1.98","299","0.89","England","London"
"5/2/2020 15:00:00","Overcast","7.83","0.62","1037","1.65","2.26","271","0.97","England","London"
"5/2/2020 16:00:00","Overcast","7.2","0.63","1036.6","1.58","2.11","297","0.97","England","London"
"5/2/2020 17:00:00","Overcast","6.06","0.65","1036.4","1.33","1.73","161","1","England","London"
"5/2/2020 18:00:00","Overcast","5.06","0.69","1036.3","1.39","1.95","188","1","England","London"
"5/2/2020 19:00:00","Overcast","4.38","0.75","1036.1","1.3","1.86","198","1","England","London"
"5/2/2020 20:00:00","Overcast","3.81","0.81","1036.1","1.23","1.78","202","1","England","London"
"5/2/2020 21:00:00","Overcast","3.34","0.84","1036","1.16","1.66","204","1","England","London"
"5/2/2020 22:00:00","Overcast","2.85","0.85","1035.8","1.07","1.51","206","0.98","England","London"
"5/2/2020 23:00:00","Overcast","2.32","0.86","1035.5","1.01","1.34","211","0.94","England","London"
"6/2/2020 00:00:00","Mostly Cloudy","1.92","0.87","1035.3","0.91","1.22","223","0.83","England","London"
"6/2/2020 01:00:00","Partly Cloudy","1.85","0.87","1035.1","1.1","1.5","230","0.57","England","London"
"6/2/2020 02:00:00","Clear","1.26","0.89","1034.6","0.95","1.29","241","0.24","England","London"
"6/2/2020 03:00:00","Clear","0.73","0.91","1034.2","0.78","1.13","251","0","England","London"
"6/2/2020 04:00:00","Clear","0.15","0.93","1034","0.67","0.99","161","0","England","London"
"6/2/2020 05:00:00","Clear","-0.36","0.95","1033.7","0.58","0.85","303","0","England","London"
"6/2/2020 06:00:00","Clear","-0.11","0.94","1033.5","0.48","0.58","241","0","England","London"
"6/2/2020 07:00:00","Clear","-0.07","0.95","1033.3","0.52","0.65","60","0","England","London"
"6/2/2020 08:00:00","Clear","0.1","0.94","1033","0.62","0.83","92","0","England","London"
"6/2/2020 09:00:00","Clear","0.98","0.92","1032.7","0.79","1.06","122","0","England","London"
"6/2/2020 10:00:00","Clear","2.94","0.84","1032.6","1.07","1.34","130","0","England","London"
"6/2/2020 11:00:00","Clear","5.34","0.74","1032.6","1.42","1.69","128","0","England","London"
"6/2/2020 12:00:00","Clear","7.5","0.67","1032.3","1.71","2.01","125","0.01","England","London"
"6/2/2020 13:00:00","Clear","9.43","0.62","1031.7","1.55","1.77","137","0.01","England","London"
"6/2/2020 14:00:00","Clear","9.81","0.59","1030.7","1.82","2.06","137","0.01","England","London"
"6/2/2020 15:00:00","Clear","8.11","0.63","1030.1","2.02","2.35","135","0","England","London"
"6/2/2020 16:00:00","Clear","6.93","0.66","1029.9","2.14","2.6","133","0","England","London"
"6/2/2020 17:00:00","Clear","5.26","0.73","1030","2.19","2.87","130","0","England","London"
"6/2/2020 18:00:00","Clear","3.67","0.79","1030","2.27","3.19","126","0","England","London"
"6/2/2020 19:00:00","Clear","2.82","0.83","1029.8","2.37","3.9","115","0","England","London"
"6/2/2020 20:00:00","Clear","2.25","0.85","1029.4","2.43","4.85","106","0","England","London"
"6/2/2020 21:00:00","Clear","1.85","0.85","1028.9","2.56","5.49","102","0","England","London"
"6/2/2020 22:00:00","Clear","1.75","0.86","1028.4","2.66","5.41","106","0","England","London"
"6/2/2020 23:00:00","Clear","1.77","0.87","1028","2.76","5.04","114","0","England","London"
"7/2/2020 00:00:00","Clear","2.21","0.89","1027.7","2.82","5.22","115","0","England","London"
"7/2/2020 01:00:00","Clear","2.04","0.9","1027","2.97","5.75","117","0","England","London"
"7/2/2020 02:00:00","Clear","1.74","0.91","1026.2","3.07","6.57","118","0","England","London"
"7/2/2020 03:00:00","Clear","1.49","0.91","1025.4","3.28","7.54","118","0","England","London"
"7/2/2020 04:00:00","Clear","1.45","0.92","1024.6","3.6","8.75","118","0","England","London"
"7/2/2020 05:00:00","Clear","1.45","0.92","1023.9","3.93","10.1","119","0","England","London"
"7/2/2020 06:00:00","Clear","1.55","0.92","1023.3","3.93","9.04","116","0","England","London"
"7/2/2020 07:00:00","Clear","1.76","0.92","1022.5","4.23","10.14","120","0","England","London"
"7/2/2020 08:00:00","Clear","2.09","0.9","1021.7","4.55","11.41","126","0.02","England","London"
"7/2/2020 09:00:00","Clear","2.96","0.85","1021","4.94","12.13","133","0","England","London"
"7/2/2020 10:00:00","Clear","4.28","0.79","1020.3","5.37","11.82","142","0","England","London"
"7/2/2020 11:00:00","Clear","5.83","0.73","1019.7","5.83","10.96","154","0","England","London"
"7/2/2020 12:00:00","Clear","7.35","0.69","1019","5.34","8.46","161","0","England","London"
"7/2/2020 13:00:00","Clear","7.94","0.67","1018.1","5.66","8.8","166","0.23","England","London"
"7/2/2020 14:00:00","Partly Cloudy","8.08","0.67","1017","5.97","9.76","172","0.54","England","London"
"7/2/2020 15:00:00","Mostly Cloudy","7.62","0.7","1016.3","6.08","10.58","176","0.77","England","London"
"7/2/2020 16:00:00","Mostly Cloudy","7.53","0.71","1016.1","5.65","10.83","178","0.82","England","London"
"7/2/2020 17:00:00","Mostly Cloudy","7.24","0.73","1016.1","4.96","10.93","178","0.85","England","London"
"7/2/2020 18:00:00","Mostly Cloudy","6.65","0.83","1016.1","4.02","9.61","169","0.87","England","London"
"7/2/2020 19:00:00","Overcast","7.18","0.87","1015.6","4.46","10.93","173","0.91","England","London"
"7/2/2020 20:00:00","Overcast","8.05","0.9","1015","5.48","12.9","182","0.94","England","London"
"7/2/2020 21:00:00","Overcast","8.74","0.9","1014.5","6.52","14.48","190","0.96","England","London"
"7/2/2020 22:00:00","Overcast","9.27","0.9","1014.1","7.25","15.27","196","0.95","England","London"
"7/2/2020 23:00:00","Overcast","9.62","0.9","1013.9","7.78","15.66","200","0.96","England","London"
"8/2/2020 00:00:00","Overcast","9.97","0.91","1013.8","8.08","15.82","204","0.96","England","London"
"8/2/2020 01:00:00","Overcast","10.34","0.91","1013.9","7.56","15.34","207","0.97","England","London"
"8/2/2020 02:00:00","Overcast","10.54","0.91","1013.7","8.33","15.94","208","0.98","England","London"
"8/2/2020 03:00:00","Possible Drizzle","10.14","0.93","1013.6","8.18","15.47","211","0.99","England","London"
"8/2/2020 04:00:00","Possible Drizzle","9.86","0.93","1013.8","6.73","12.91","219","0.99","England","London"
"8/2/2020 05:00:00","Possible Drizzle","9.47","0.93","1014.2","5.38","9.25","231","0.99","England","London"
"8/2/2020 06:00:00","Overcast","8.71","0.94","1014.4","3.44","7.35","239","0.99","England","London"
"8/2/2020 07:00:00","Overcast","8.29","0.94","1015","3.12","6.81","243","0.98","England","London"
"8/2/2020 08:00:00","Overcast","8.34","0.91","1015.9","3.85","7.18","243","0.97","England","London"
"8/2/2020 09:00:00","Overcast","8.12","0.88","1016.3","3.79","7.51","244","0.97","England","London"
"8/2/2020 10:00:00","Overcast","8.3","0.84","1016.8","3.88","7.39","244","0.98","England","London"
"8/2/2020 11:00:00","Overcast","8.65","0.79","1017.2","4.11","7.25","242","0.97","England","London"
"8/2/2020 12:00:00","Overcast","9.23","0.72","1017.4","4.47","7.37","239","0.97","England","London"
"8/2/2020 13:00:00","Overcast","9.47","0.68","1017.5","4.13","6.35","229","0.88","England","London"
